author_name,post_id,image_ID,comments_count,likes_count,caption,date,year,month,day
kayaancontractor,kayaancontractor_100226_3030756181971139265_352_11,2023-02-04_12-38-32_UTC_1.jpg,11,352,"Portraits in the sun✨
.
#portraitphotography #portraits #portrait #blackandwhite #shapeshiftinouttatown #kayaancontractor #shapeshifterin 
.
Photography: Sumaiya Sayed
Hair: Laila Dalal
",2023-02-0,2023,02,0
deepikamehtayoga,deepikamehtayoga_250154_2748731242270083964_1565_18,2022-01-11_09-45-20_UTC.jpg,18,1565,"Compare yourself not to others, but only to the vision you hold within your heart. Dedicate your life to a cause greater than yourself and watch you get beyond yourself. The very thing that someone told you that you would never be able to do may just be the very thing you are destined to do.💜

-John Fredrick Demartini
",2022-01-1,2022,01,1
iamjoelbrown,iamjoelbrown_128782_3053330520666536857_1116_65,2023-03-07_16-09-43_UTC.jpg,65,1116,"Don’t be ruled by the robots.
Create don’t consume.
",2023-03-0,2023,03,0
deepikamehtayoga,deepikamehtayoga_250154_2853774925597285074_804_14,2022-06-05_08-08-23_UTC.jpg,14,804,"“If you were born with the weakness to fall you were born with the strength to rise.” 🌹~Rupi Kaur
.
.
.
📸 @radeshphotography
",2022-06-0,2022,06,0
brendonburchard,brendonburchard_1158797_3033064696316492081_5464_309,2023-02-07_17-05-09_UTC.jpg,309,5464,"LOVE is the ultimate advantage. No kidding…

People ask me all the time about all the *external* results and successes of my career over last 20 years…

They think it’s business, marketing, sales, content, network, background, connections, etc. they see the numbers and fans and hear about the businesses and clients and bestsellers. 

But the through line is simple:

I love people. 

I have a real and cultivated spiritual understanding and care for people. 

I put love in my heart, even when I have reason to be angry.

I know you want love, understanding, belonging, care, appreciation, respect, support — deep down it’s always there. For me too. 

Give and you shall receive. 

Project love. 
Protect love. 
Give love. 

It’s your superpower. Sure is mine. 

Hey - love you today!
Your coach,
Brendon.

#love #motivationalquotes #lifequotes  #motivationwithbrendon #lifecoach #selfimprovement #personalgrowth
",2023-02-0,2023,02,0
kayaancontractor,kayaancontractor_100226_2892795825581264307_389_36,2022-07-29_04-15-56_UTC_1.jpg,36,389,"I WANNA BE HER!💗

#GucciAttache, An Object of Desire. @gucci #gifted 
 
 A piece of contemporary design created from the awareness of a modern attitude and of the intentional revival of a historical object from the archive: Gucci Attache is a bag that reinterprets tradition and the system of House codes while transporting a silhouette, which draws from an intuition and an attitude of the 1970s, into the present through a narrative and gesturality outside the confines of gender, feminine or masculine.
.
Thank you to my wonderful #Gucci fam for the love! @manekathadani @nidhi.panicker 
.
#gucci #gucciattache #guccigirl #love #shotoniphone #boyswannabeher #hook #attache #purse #pursefirst #guccibag #guccipurse #alessandromichele #gucciloveparade #loveparade #newbag #shape #shapeshifteringucci #cresentmoon #toronto #canada #shapeshiftinouttatown #kayaancontractor #shapeshifterin
",2022-07-2,2022,07,2
shreyas41,shreyas41_6992256_2982056033243402378_324146_609,2022-11-29_08-00-02_UTC.jpg,609,324146,"Live life by a compass 🧭 #st54 #shreybeybey
",2022-11-2,2022,11,2
sahilkhan,sahilkhan_11415416_3061003499478591572_329784_1641,2023-03-18_06-14-34_UTC_1.jpg,1641,329784,"𝐁𝐑𝐄𝐀𝐊𝐈𝐍𝐆 𝐍𝐄𝐖𝐒 ❤️
Krrish, Pathan, Tiger, Khiladi, Singham, Simba, Ya Koi Aur Superstar Guess Karo Kon Join Kar Raha Hai Hamari 300Cr Ki Company💥 @myfitness #FitnessIC⭕N #Bollywood
",2023-03-1,2023,03,1
jimkwik,jimkwik_2036288_3053577107262709372_4623_140,2023-03-08_00-19-49_UTC.jpg,140,4623,"You have an incredible gift between your ears, but it doesn't come with an owner's manual. 🧠⁠
⁠
Knowing how to use your whole brain isn't something you're taught or necessarily know how to do in school or anywhere. 💡⁠
⁠
If you haven’t listened to our podcast episode 231: The Secret to Using Your Whole Brain with Dr. Jill Bolte Taylor (less than 20 mins), I highly recommend you do so. 💡⁠
⁠
If her name sounds familiar, it's likely because you watched her TEDtalk or read her memoir, My Stroke of Insight, which we've included on our recommended book list for many years now.⁠
⁠
In this episode we’ve discussed her newest book, Whole Brain Living: The Anatomy of Choice and the Four Characters That Drive Our Lives. This book is a myth-buster in so many ways. ⚡️⁠
⁠
Listen in as Dr. Jill discusses the myths of the brain and goes into the mechanics of getting your brain to work for you. If you've ever wondered what the secret for making good choices in your life is so that you can live the life you deserve and desire, this episode is for you. 💚⁠
⁠
▶️ Listen to the FULL EPISODE and subscribe using the link (linktr.ee/kwiklearning) in my profile!👆⁠
⁠
📲 You can always listen on your phone’s favorite station: iTunes, Stitcher, Google Play, Pandora, Spotify and YouTube (check ‘Podcast’ highlight @kwiklearning for direct access)👆⁠
⁠
SAVE, SHARE, and TAG a friend to be limitless together 👇⁠
⁠
⁠
⁠
⁠
⁠
⁠
⁠
⁠
⁠
⁠
⁠
#JimKwik #limitless #lifehacks #brains #brainpower #brainfacts #sciencefacts #neuroscience
",2023-03-0,2023,03,0
shreyas41,shreyas41_6992256_2996456223693970181_612925_3331,2022-12-19_04-50-39_UTC_1.jpg,3331,612925,"Fit check. 
1,2,3,4 What’s your favourite?
",2022-12-1,2022,12,1
taramilktea,taramilktea_1371196_3044530324525497948_12772_71,2023-02-23_12-45-18_UTC_1.jpg,71,12772,"For a wonderfully unique stay in Tokyo, look no further than @tokyostationhotel. This hotel is filled with so much history and charm, you could walk it’s halls and have walked entire length of Tokyo Tower while reading about the hotel throughout the years on your way. 🗼

Beyond the award-winning breakfast buffet, you'll find a few more charms, such as the ability to people-watch commuters below at Tokyo Station or watch the trains pass by from your dinner table. Be sure to save this hotel for a special occasion or at least stop by for their beautiful high tea. 🫖 #TokyoStationHotel #Tokyo 🇯🇵
",2023-02-2,2023,02,2
rohitsharma45,rohitsharma45_27275050_2992184074927404712_2010191_9578,2022-12-13_07-22-39_UTC_1.jpg,9578,2010191,"I hit a jackpot 🎰 @ritssajdeh
",2022-12-1,2022,12,1
primevideouk,primevideouk_320713_3040170288743389551_234_6,2023-02-17_12-22-41_UTC.jpg,6,234,"Something tells me driving Billy is absolutely diabolical 🙃

📺 #TheBoys

🎭 #KarlUrban
",2023-02-1,2023,02,1
halfbakedharvest,halfbakedharvest_5247243_2933739061622525902_44415_446,2022-09-23_16-02-50_UTC_1.jpg,446,44415,"September in New York 🤎🖤

Cooked nachos w/ @drewbarrymore 
Filmed w/ @melissawoodhealth 
Dressed up in @maisonvalentino 
Atteneded @rebeccaminkoff presentation 
Stayed @parkhyattny 

Loved every minute. The city is even more special in September. Excited to be heading back very soon for something new 🎃
",2022-09-2,2022,09,2
drwaynedyer,drwaynedyer_683926_3018624234967972135_10313_151,2023-01-18_18-54-32_UTC.jpg,151,10313,"#waynedyerwednesday ❤️
",2023-01-1,2023,01,1
smittenkitchen,smittenkitchen_1706412_3059030677546518659_39108_336,2023-03-15_12-54-55_UTC.jpg,336,39108,"Happy Ted Lasso Day to all who celebrate! After watching the first season, I craved shortbread incessantly and made them 50 ways before landing on this, my forever recipe for tender, buttery, perfect-every-time shortbread cookies from three ingredients with virtually no fuss. [No, this post isn't sponsored by AppleTV+, but call me, guys.]. // Classic Shortbread on smittenkitchen.com or linked in profile. In more detail: Go to my profile. Click the link ""smittenkitchen.com/instagram"" Click the photo for the recipe you want and it will take you to it.
",2023-03-1,2023,03,1
santoshishetty,santoshishetty_746384_3065392728708695461_6319_48,2023-03-24_07-35-11_UTC_1.jpg,48,6319,"When the puzzle fits 😍🫶🏻✨

For @houseoftuhina shot by @mrinmaiparab ✦
Hair and Makeup @priskhiangte ✦
Wearing @labelankitajain ✦
",2023-03-2,2023,03,2
tahirakashyap,tahirakashyap_466710_3054586739302028221_1909_34,2023-03-09_09-45-36_UTC_1.jpg,34,1909,"Not shapes, bodies or prototypes dictate your place in the world. You add value for who you are and what you resonate with and that needs to be embraced. #internationalwomensday @zeezest 

Editor: @sumitabagchi 
Cover story : @anannya_13 
Photographer: @kunalgupta91 
Creative Consultant: @mitrajitb 

Team Zee Zest: @sayonibhaduri, @shaddyvarma 
BTS Video: @gauravtalekar_official 
Video Editor: Media Edge 

Stylist: @neelangana 
Assistant Stylist: @styleby_foram 

Hair: @artistpoonamsolanki 
Makeup: @hinaldattani 
Makeup Assistant: Ali Hussain 
Publicist : @kpublicity @bhavikak27 @duggal_shilpi 
Location: @silkroutejourney.in 

Outfit: @falgunishanepeacockindia @goldenwindow @blingsutra @forestofchintaz @jimmychoo
",2023-03-0,2023,03,0
sophiechoudry,sophiechoudry_3311924_3066810133598539302_-1_437,2023-03-26_06-31-18_UTC_1.jpg,437,-1,"Won the “Most Stylish Pop Diva” Award at the BH Style Icon Awards…Thank you @realbollywoodhungama ..Will work even harder on my videos & stage style❤️ Thank you to the ones who make me look good..Love you guys @divyachablani15 @ambereenyusuf @harryrajput64 @loicindia @tinamukharjee @jerrydsouzaofficial @tanimakhosla @mohitrai & all the amazing designers we work with with! And above all my OG style diva, my mama..I get it from you😘 #styleiconsawards #bhstyleiconsawards #OGpopdiva #moststylish  #sophiechoudry #igotitfrommymama #gorihai #aajmainnachna #bhstyleicons2023
",2023-03-2,2023,03,2
zomato,zomato_809822_3062737605779199560_6904_629,2023-03-20_15-39-55_UTC.jpg,629,6904,"@aliaabhatt remember those days 😂😂
",2023-03-2,2023,03,2
ajinkyarahane,ajinkyarahane_4701882_2964894065923943749_239277_431,2022-11-05_15-42-16_UTC_1.jpg,431,239277,"💙🏆
",2022-11-0,2022,11,0
vehiclevirgins,vehiclevirgins_490382_3043413478854198536_5924_54,2023-02-21_23-46-20_UTC_1.jpg,54,5924,"Meet the all new BMW X5M! Redesigned inside and out the X5M now makes 617hp. Thoughts? #bmw #x5m
",2023-02-2,2023,02,2
shikhardofficial,shikhardofficial_13316748_2996501329212309737_524796_637,2022-12-19_06-20-16_UTC.jpg,637,524796,"What a wonderful Football match!

Heartiest Congratulations to Argentina and @leomessi on becoming #FIFAWorldCup       Champions! And well played France too.
",2022-12-1,2022,12,1
diipakhosla,diipakhosla_1908495_3056051620174180977_15925_120,2023-03-11_10-16-04_UTC_1.jpg,120,15925,"When @mohitrai styles you for his 1st @itrhofficial Lakme Fashion Week Debut collection 🔥💜 

Also, Bombay is starting to feel more and more like our 2nd home now ✨

📸 @dinesh_ahuja 
💄@rakshandairanimakeupandhair
💇🏽‍♀️ @makeupbyvirja 
Outfit by @itrhofficial @itrh_ridhibansal
",2023-03-1,2023,03,1
shereenlovebug,shereenlovebug_333413_3030551782640959262_440_15,2023-02-04_05-52-26_UTC_1.jpg,15,440,"White Kajal just makes everything look better 🤍 wearing @vaishalisstudio 
.
.
.

⁣
.⁣
.⁣
.⁣
.⁣
.⁣
#beautiful #beauty #fashion #girl #instagood #love #makeup #makeupaddict #makeupartist #makeupartistsworldwide #makeupartistworldwide #makeupgoals #makeupideas #makeupinspiration #makeupinspo #makeupjunkie #makeuplook #makeuplooks #makeuplover #makeupobsessed #makeupoftheday #makeuprevolution #makeuptransformation #makeuptutorial #makeuptutorials #mua #photography #style #wakeupandmakeup
",2023-02-0,2023,02,0
ajinkyarahane,ajinkyarahane_4701882_2838497905680009184_54713_255,2022-05-15_06-15-40_UTC.jpg,255,54713,"Keeping the dream alive, one game at a time. 💪🏽
",2022-05-1,2022,05,1
namratapurohit,namratapurohit_431641_3050038531078033068_2500_22,2023-03-03_03-09-08_UTC.jpg,22,2500,"❤️❤️
",2023-03-0,2023,03,0
halfbakedharvest,halfbakedharvest_5247243_2847807480177641919_44536_376,2022-05-28_02-32-08_UTC.jpg,376,44536,"Strawberry Bourbon Crisp. just wouldn’t be the start of summer without a fruit crisp topped with ice cream 🍓🍦 overflowing with sweet strawberries, strawberry jam (the secret, double the berries), and maple butter cookie-crisp on top (it’s swirled with notes of brown butter + almost caramelized). sweet, juicy, jamy, and delicious. link in profile.
",2022-05-2,2022,05,2
timferriss,timferriss_1213949_3051245685668887862_4694_360,2023-03-04_19-07-32_UTC.jpg,360,4694,"Me trying online dating for the first time in 100 years.
",2023-03-0,2023,03,0
kunalgir,kunalgir_13965_2051613263067936964_897_13,2019-05-25_13-36-21_UTC.jpg,13,897,"@dedepyaarde is a must watch. @rakulpreet at her best. 
Posted @withrepost • @rakulpreet Throw me to the wolves and I will return leading the pack 😎 #girlpower #believe #grateful #gratitude @sashajairam @im__sal @aliyashaik28 ❤️ and abs credit @kunalgir @smackjil 😝💪🏻
",2019-05-2,2019,05,2
disneyplus,disneyplus_5352028_3066341552750437783_44433_43,2023-03-25_15-00-19_UTC_1.jpg,43,44433,"Memories from last night's prom-iere. 🪩✨ 

#PromPact premieres March 30 on @DisneyChannel and streams  March 31 on #DisneyPlus!
",2023-03-2,2023,03,2
diipakhosla,diipakhosla_1908495_3048197784752191508_6632_91,2023-02-28_14-11-54_UTC.jpg,91,6632,"Boom! Presenting our February ‘23 cover featuring the multi-hyphenate @diipakhosla ✨

She's a global influencer, activist, an entrepreneur who is consistently setting benchmarks for the South Asian community worldwide and paving the way for her peers for over a decade 🌎

Stay tuned for the entire interview with her on our page super soon 🚀

Outfit - @asalabusandeep
Jewellery - @silverqueenj 
Photographer - @pornsoup 
Makeup & Hair - @dhwanidave18 
Styled by - @sancheetaarekarr 
Assisted by - @dishajshah03 
Location - @atrangz
Artist publicity - @dreamnhustlemedia 
.
.
.
#clapclap #diipakhosla #magazinecover #contentcreator #influencer #fashion #globalinfluencer #feburarycover #coverreveal
",2023-02-2,2023,02,2
sachintendulkar,sachintendulkar_39433992_2975504247546872993_357092_537,2022-11-20_07-02-49_UTC_1.jpg,537,357092,"Today we celebrate the diversity & equality of our children, who deserve equal opportunities everywhere. Happy #WorldChildrensDay to all our kids across the 🌎!

Had a wonderful time this week in New Delhi for World Children’s Day event! 

@unicef @unicefindia @unicefsouthasia
",2022-11-2,2022,11,2
grantcardone,grantcardone_4290201_3034827084992800598_1148_40,2023-02-10_03-26-42_UTC.jpg,40,1148,"EXCLUSIVE BREAKFAST FOR MILLION DOLLAR BUSINESS OWNERS in Las Vegas Feb 14th.
.
7:30 -9am BUSINESS OWNER MEETUP before 10X Growth Conference.  GREAT NETWORKING OPPTY

Copy link below for private location & invite. 👇👇

GrantCardone.com/breakfast
",2023-02-1,2023,02,1
shikhatalsania,shikhatalsania_125202_3042199632739946031_817_24,2023-02-20_07-34-38_UTC.jpg,24,817,"Found my uniform…

#didistutter #buckleup #potluck #pressday
",2023-02-2,2023,02,2
iamsteveharveytv,iamsteveharveytv_10645894_2901151901539011864_10611_347,2022-08-09_16-57-58_UTC.jpg,347,10611,"@earnyourleisure @investfestival 

Time to make history again‼️ Europe we're on our way. London get ready! Click the link in our bio under the Invest Fest Euro tab to get your tickets now! #investfesteuro
",2022-08-0,2022,08,0
rohitsharma45,rohitsharma45_27275050_2984393001878593324_1149294_8367,2022-12-02_13-23-11_UTC_1.jpg,8367,1149294,"Back in action 👊
",2022-12-0,2022,12,0
